Tomek i Bartek są zapalonymi narciarzami. Ostatniej zimy wrócili wcześniej z wyjazdu na narty, ponieważ władze ostrzegały przed niebezpieczeństwem osunięcia się topniejącego lodowca. Zaledwie kilka dni później usłyszeli w telewizji, że fragment lodowca rzeczywiście się odczepił, wiele osób zginęło pod pokrywą śnieżną. “Mało brakowało, a mogło spotkać to nas.”, pomyślał Tomek.			ANX30
Agata ogląda program telewizyjny o zmianie klimatu. Agacie nie podoba się to co widzi i uważa, że program przedstawia nieprawdziwe informacje. “W Polsce się paliło węglem i nigdy nie było smogu, dopiero teraz wymyślili sobie ten smog”, myśli Agata.			ANG1
Rodzice Diany latają samolotem na krótkie wypady do europejskich stolic kilkanaście razy w roku. Ostatnio Diana zwróciła im uwagę, że ich styl podróżowania przyczynia się do emisji ogromnej ilości gazów cieplarnianych, ale oni nie potraktowali tej uwagi poważnie. Zirytowana Diana oznajmiła, że nie zamierza utrzymywać kontaktu z osobami, które nie biorą pod uwagę swojego wpływu na klimat.			ANG2
Pewien polityk bagatelizował informację o zagrożeniu suszą, spowodowaną zmianą klimatu. Kiedy mieszkańcom miasta nagle zabrakło wody, wyjechał z miasta do swojej letniej rezydencji nad jeziorem, żeby uniknąć spotkania z dziennikarzami.			ANG3
Rząd Twojego państwa nie zamierza zrezygnować z importu paliw kopalnych z kraju, który zaatakował właśnie sąsiednie państwo. Mimo sprzeciwu obywateli, Twoje państwo corocznie płaci ogromne pieniądze, które następnie przeznaczane są na prowadzenie wojny.			ANG4
Po wielu miesiącach starań w urzędzie gminy, grupie studentów udało się doprowadzić do likwidacji nielegalnego wysypiska śmieci, które było źródłem metanu, groźnego gazu przyczyniającego się do zmiany klimatu. Wczoraj w tym samym miejscu znowu zaobserwowano nową hałdę odpadów komunalnych i budowlanych. Rozczarowani studenci walczą o zainstalowanie w miejscu wysypiska kamery, która pomogłaby ująć sprawcę.			ANG5
Pewna korporacja zamówiła opracowanie raportu na temat swojego wpływu na środowisko. Ponieważ wyniki raportu okazały się dla korporacji niekorzystne, zarząd postanowił je ukryć. Pracownikom zabroniono ujawniania informacji na ten temat.			ANG6
Redakcja tygodnika dowiedziała się o nowym, głośnym badaniu, dowodzącym tego, że spalanie węgla ma znacznie bardziej niekorzystny wpływ na środowisko niż do tej pory sądzono. Ponieważ jednak sponsorem tygodnika jest jeden z głównych koncernów energetycznych w kraju, dziennikarze pracujący dla tygodnika otrzymali zakaz publikowania doniesień na ten temat.			ANG7
Pewien znany celebryta w swoim ostatnim wywiadzie dla mediów skrytykował ludzi korzystających z foliowych toreb na zakupy. Ten sam celebryta podróżuje prywatnym samolotem kilka razy w tygodniu i inwestuje w wydobycie ropy naftowej.			ANG8
Franek raz w tygodniu chodzi do dużego supermarketu sieciowego, w którym kupuje artykuły spożywcze. Za każdym razem prosi kasjera o nowe plastikowe torby na zakupy. Po powrocie do domu od razu, odruchowo wyrzuca je do śmieci.			ANG9
Dorota i Kasia wyglądają przez okno podczas pewnego zimowego wieczoru. Właśnie zaczął padać śnieg i na dworze zaczęło robić się biało. Dorota mówi, że ma wątpliwości, czy zmiana klimatu dzieje się naprawdę. Kasia zgadza się z nią i mówi, że jej zdaniem ocieplenie klimatu to jedna wielka bujda, a pogoda zawsze była kapryśna.			ANG10
Wujek Magdy twierdzi, że zmiana klimatu jest zmyślonym problemem i pretekstem do podwyższania cen energii. Kiedy Magda próbuje przekonać wujka o powadze sytuacji, wujek zarzuca jej, że za dużo czasu traci na czytaniu bzdur w internecie i dała się zmanipulować mediom społecznościowym.			ANG11
Alicja jest szefową dużego przedsiębiorstwa produkującego stal. Miała szansę otrzymać fundusze na wprowadzenie ekologicznych rozwiązań do swojego przedsiębiorstwa, ale po dokonaniu kalkulacji zrezygnowała ze składania wniosku o dotację. Stwierdziła, że nie opłaca jej się dokonywać tego rodzaju inwestycji, nawet jeśli wpływ jej firmy na środowisko rzeczywiście miałby się zmniejszyć.			ANG12
W rozmowie ze znajomymi Jurek opowiada, że zamożni członkowie społeczeństwa emitują nieporównywalnie więcej gazów cieplarnianych niż reszta ludzkości. Jego zdaniem katastrofalne skutki zmian klimatu dotkną jednak najmocniej najuboższych i najsłabiej do tego przygotowanych ludzi. Znajomi obracają to w żart i szybko zmieniają temat na przyjemniejszy.			ANG13
Elitarna organizacja skupiająca najbogatszych ludzi świata prowadzi kampanię edukacyjną dla społeczeństwa w kraju dotkniętym pierwszymi skutkami zmiany klimatu. W kampanii doradza się ubogim ludziom, jak żyć oszczędniej, ograniczając zużycie wody i energii w gospodarstwie domowym.			ANG14
W wyniku zmiany klimatu w lokalnych lasach wymiera pewien gatunek sosny. Zamiast posadzić drzewa lepiej przystosowane do suchego, gorącego klimatu, władze państwowe sadzą wciąż ten sam gatunek sosny, ponieważ podpisały korzystną dla siebie umowę z dostawcą sadzonek.			ANG15
Grupa polityków i przedsiębiorców spotyka się na bankiecie w Paryżu, aby porozmawiać o wspólnym działaniu na rzecz klimatu. Efektem spotkania jest plan promocji papierowych słomek do picia napojów w szkołach w całym regionie. Politycy i przedsiębiorcy uważają, że taka akcja spotka się z dobrym odbiorem społecznym.			ANG16
Rada miasta decyduje, na co wydać pieniądze z budżetu przeznaczone na rozwój transportu. Mogą zdecydować się na budowę sieci ścieżek rowerowych lub poszerzenie głównej drogi w mieście o dodatkowy pas. W głosowaniu radni wybierają poszerzenie drogi o kolejny pas.			ANG17
Pewna firma wydobywająca ropę chciałaby być przychylniej postrzegana przez opinię publiczną. Emituje zatem spot reklamowy, w którym pokazuje spokojnie przechadzającego się po łące niedźwiedzia. Na koniec spotu firma informuje, że jest przyjazna środowisku, ponieważ wydobywa ropę w zimie, kiedy niedźwiedzie śpią.			ANG18
Dominika przewraca się z boku na bok, nie mogąc zasnąć w nieznośnym upale. Przez zmianę klimatu i betonowanie miast nawet w środku nocy temperatura przekracza 30 stopni. Dominika rozmyśla o tym, że żaden z lokalnych polityków nie przejmuje się sytuacją zwykłych ludzi, których nie stać na wyposażenie mieszkania w klimatyzację.			ANG19
Adam jest senatorem, a jego żona jest zatrudniona w spółce skarbu państwa, która odpowiada za duże zanieczyszczenie środowiska. Adam blokuje wsparcie finansowe na działania dla klimatu z uwagi na interesy finansowe swojej żony.			ANG20
Rządy wielu państw od kilkudziesięciu lat dysponowały informacjami o tym, jak będzie wyglądać sytuacja klimatyczna na świecie, jeśli emisje gazów cieplarnianych się nie zmniejszą. Mimo to krótkoterminowe interesy najbogatszych ludzi były ważniejsze niż dobro przyszłych pokoleń.			ANG21
Marzena pracuje w urzędzie, w którym nie ma klimatyzacji. W jej mieście panuje nieznośny upał, Marzenę od rana boli głowa. Nie ma cierpliwości do petentów, którzy przychodzą do urzędu załatwić swoje sprawy. W pewnym momencie Marzena wstaje z krzesła za szybko i mdleje.			ANG22
Olek i Rafał stoją w korku. Jest upał, a nad jezdnią faluje rozgrzane powietrze. Mimo, że wszystkie samochody stoją od kilkunastu minut, żaden kierowca nie gasi silnika, bo wszyscy korzystają z klimatyzacji. Olek burczy pod nosem: “Co za idioci wycieli drzewa przy tej alei! W cieniu byłoby chłodniej i nie trzeba byłoby tak marnować paliwa”.			ANG23
Lena czyta dzieciom książkę o małej reporterce. W książce jest napisane, że po oceanie pływają sterty śmieci. Kiedy dzieci wreszcie usnęły, Lena sięga po swój smartfon, żeby sprawdzić, czy to prawda. Dowiaduje się, że Wielka Pacyficzna Wyspa Śmieci ma 1,6 mln kilometrów kwadratowych.			ANG24
Julia jest bardzo zamożną osobą i lubi często zmieniać garderobę. Odkąd odkryła stronę internetową z bardzo tanimi ubraniami, co tydzień zamawia 20-30 sztuk odzieży. Nie wszystkie na nią pasują, więc wyrzuca je prosto do śmieci. Julia myśli, że to żadna strata, bo ubrania były śmiesznie tanie.			ANG25
Organizacja sprzeciwiająca się wykorzystaniu energii atomowej od wielu lat starała się wpłynąć na politykę państwa. Prezes organizacji ogłasza, że tym roku mają powód do świętowania - rząd oficjalnie wycofał się z inwestycji w energię atomową i zaoszczędzone fundusze przesunął na inwestycje w energetykę opartą na węglu i ropie naftowej.			ANG26
Zbyszek jest właścicielem ubojni bydła. Denerwuje się, ponieważ państwo wycofuje się ze wspierania przemysłu mięsnego. “Jak mam teraz utrzymać rentowność mojego przedsiębiorstwa?”, głowi się Zbyszek. “Wszystko przez tą głupią modę na wegetarianizm. Ludzie jedli mięso od zarania dziejów i jakoś żadna katastrofa klimatyczna dotąd nie nastąpiła!”.			ANG27
Grzegorz bardzo ucieszył się, kiedy rząd obniżył normy jakości węgla. Dzięki temu będzie mógł taniej ogrzać swój dom. Z powodu wysokich cen węgla był już gotów skorzystać z kredytu na zamontowanie pompy ciepła, ale zrezygnował zaraz po tym, jak węgiel stał się tańszy, niż odnawialne źródła energii.			ANG28
Ela i Paweł zachorowali na anginę w tym samym czasie. Leżą w swoich domach z gorączką w nieznośnym upale. Ela pisze do Pawła: “W tym klimacie nie da się chorować. Dłużej tego nie wytrzymam”. Paweł radzi jej, żeby piła dużo płynów, bo w takich warunkach bardzo łatwo się odwodnić.			ANG29
Filip spędza dużo czasu, przeglądając media społecznościowe. Właśnie wyświetliło mu się zdjęcie jednego z najbogatszych ludzi na świecie. Zadowolony miliarder przytula koalę na tle swojego prywatnego samolotu. Pod postem znajduje się napis: “Wystarczy, że każdy z nas zrobi drobną rzecz, by pomóc naszej planecie”.			ANG30
W ubiegłym miesiącu w kraju Adama nie spadła nawet kropla deszczu. Adam od wielu lat pracuje nad upowszechnianiem wiedzy o zbożach odpornych na suszę. Dzięki działaniom osób takich, jak Adam, wielu ludzi nie będzie musiało mierzyć się z niedoborami jedzenia w zmieniającym się klimacie.			HOP1
Po opublikowaniu przez międzynarodową organizację raportu o zmianie klimatu, rząd postanowił radykalnie zmienić budżet na najbliższe lata. Nakłady na transformację energetyczną zostaną zwiększone kilkukrotnie. Według obliczeń naukowców, dzięki tym działaniom państwo osiągnie neutralność klimatyczną w ciągu 10 lat.			HOP2
Weronika przeczytała ostatnio, że w jej kraju z roku na rok coraz więcej ludzi ogranicza spożycie mięsa. Weronika wie, że hodowla zwierząt w dużym stopniu przyczynia się do zmiany klimatu, dlatego zmiana nawyków żywieniowych na tak dużą skalę jest dobrą wiadomością.			HOP3
Dzięki szybkiemu i skoordynowanemu działaniu rządów udało się zakazać stosowania substancji, które niszczyły warstwę ozonową naszej atmosfery. Po pewnym czasie zaobserwowano, że warstwa ozonu odbudowuje się. To pokazuje, że ludzkość jest zdolna do skutecznego działania wobec katastrof ekologicznych.			HOP4
Dzięki naciskowi lokalnej społeczności, w Twojej okolicy udało się uzyskać zgodę władz na budowę elektrowni opartej o odnawialne źródła energii w miejscu dawnej elektrowni węglowej. Działania te przyczynią się do ograniczania negatywnych skutków zmiany klimatu.			HOP5
Mimo, że władze wielu państw w dalszym ciągu nie podejmują działań w kierunku ograniczenia emisji gazów cieplarnianych, obecnie coraz trudniej jest przejść obojętnie obok problemu zmiany klimatu. Obecność tego tematu w mediach zmusza polityków do zajmowania się tą kwestią. Dzięki temu mamy szansę na powstrzymanie najgorszych skutków zmiany klimatu.			HOP6
Pewne państwo od zeszłego roku pochłania więcej dwutlenku węgla, niż go produkuje. Mimo wielu radykalnych zmian i wprowadzonych ograniczeń, mieszkańcy raportują coraz wyższą jakość życia. Pokazuje to, że systemowe rozwiązania są skuteczne w walce ze zmianą klimatu.			HOP7
Paweł jest urzędnikiem odpowiedzialnym za wprowadzenie lokalnego podatku od emisji gazów cieplarnianych. Kiedy zobaczył podsumowanie wpływów z podatku, bardzo się ucieszył. Władze miasta będą mogły zainwestować teraz w nasadzenia i ochronę drzew, które pozwolą ograniczyć skutki zmiany klimatu.			HOP8
Alicja przeczytała artykuł naukowy o tym, że wysiłek wkładany w segregację odpadów się opłaca. Dzięki recyklingowi i powtórnemu wykorzystaniu surowców w produkcji redukujemy ilość dwutlenku węgla emitowanego do atmosfery i możemy mieć realny wpływ na ograniczenie zmiany klimatu.			HOP9
Magdalena widzi grupę aktywistów klimatycznych. Aktywiści wiwatują, ponieważ udało im się przekonać lokalny urząd do wprowadzenia zakazu używania węgla i innych paliw kopalnych w budynkach komunalnych. Magdalena uśmiecha się do nich, bo jest dumna z tego, że młodzi ludzie troszczą się o świat, w którym będą żyły jej wnuki.			HOP10
Gosia obejrzała inspirujący wykład o możliwych rozwiązaniach dla kwestii zmiany klimatu. Publikuje o nim post w mediach społecznościowych i wysyła nagranie wykładu do swoich przyjaciół. Gosia myślała, że w jej otoczeniu mało kto interesuje się klimatem, ale okazuje się, że post został wyświetlony i skomentowany przez setki ludzi.			HOP11
Roman, właściciel restauracji, postanowił ostatnio zmienić menu w swoim lokalu. Zaobserwował, że coraz więcej ludzi zamawia dania wegetariańskie i wegańskie. Roman z chęcią wprowadzi więcej roślinnych dań do karty, ponieważ wie, że ograniczenie spożycia mięsa ma korzystny wpływ na środowisko.			HOP12
Weronika kieruje autobusem miejskim. Ostatnio miała okazję prowadzić autobus elektryczny i bardzo jej się to spodobało. Teraz namawia swoich współpracowników, aby wspólnie zawnioskować o wprowadzenie autobusów elektrycznych na wszystkich liniach w mieście.			HOP13
Zygmunt obliczył swój indywidualny ślad węglowy i zmartwił się, ile gazów cieplarnianych emituje przez swój styl życia. Postanowił stopniowo wprowadzać pewne zmiany w swoich nawykach. Gdy po roku ponownie policzył swój ślad węglowy, okazało się, że emituje mniej gazów cieplarnianych niż przeciętny Polak.			HOP14
Córka Malwiny poinformowała swoją mamę, że w jej szkole dyrekcja rozważa zamontowanie paneli słonecznych. Malwina dzwoni do innych osób z rady rodziców, by nakłonić ich do poparcia inicjatywy dyrektora. Jeden z rodziców jest księgowym, który zgadza się nieodpłatnie pomóc w organizacji zakupu paneli dla szkoły.			HOP15
Krystian i Monika agitują pod urzędem miejskim, by wprowadzono zakaz palenia słabej jakości paliwem w piecach. Dzięki ich protestowi urząd wprowadza zakaz i postanawia przeznaczyć dodatkowe środki na dofinansowanie wymiany pieców w domach mieszkańców, których nie byłoby stać na samodzielną wymianę pieca.			HOP16
Kiedyś Kasia dojeżdżała do pracy autem. Kiedy przesiadła się na rower, musiała przyzwyczaić się do nowego sposobu podróży. Dziś Kasia nie wsiadłaby znowu do auta - lubi to, że ma okazję poruszać się z rana, może ominąć korki, a jednocześnie może zrobić coś dobrego dla klimatu. Kasia przekonała też kilku znajomych z pracy do dojeżdżania do pracy rowerem.			HOP17
Krystian jest zawiedziony decyzją samorządu, który z powodu braku funduszy wycofał się z planu rewitalizacji betonowego placu i uzupełnienia go nasadzeniami drzew i krzewów. Krystian zwołał grupę znajomych i własnymi siłami usunęli płyty chodnikowe, które pokrywały większą część rynku. Jego znajomy ogrodnik podarował też rośliny, które posadzili w miejsce wyrwanego betonu.			HOP18
Daria zauważyła, że w jej osiedlowym sklepie pojawia się coraz więcej roślinnych zamienników mięsa i nabiału. Kiedy wspomniała o tym Wiktorii, swojej przyjaciółce, ta powiedziała, że to samo dostrzegła w swoim ulubionym sklepie. Kobiety dyskutują o tym, że obie coraz bardziej przekonują się do diety roślinnej i wymieniają się swoimi ulubionymi przepisami na dania wegetariańskie.			HOP19
Karol jest załamany tym, że nikt nie robi nic w sprawie zmiany klimatu. Jego przyjaciel Tymek wysyła mu kilka linków do źródeł informacji dowodzących, że podejmowane są pewne działania na rzecz klimatu. Karol znowu nabiera motywacji do działania i sam zaczyna angażować się w działalność jednej z organizacji, o której przeczytał w materiałach przesłanych przez Tymka.			HOP20
Grupa przyjaciół wybiera się na festiwal naukowy. Słuchają ciekawej debaty naukowców, którzy proponują konkretne rozwiązania na rzecz klimatu. Wprowadzenie nawet połowy z tych pomysłów w dużym stopniu ograniczyłoby zmianę klimatu. Przyjaciele zastanawiają się, jak mogliby dalej rozpowszechniać wieść o tych pomysłach, tak by ktoś wreszcie je wdrożył.			HOP21
Christiana jest dyplomatką. Dzięki ciężkiej pracy udało jej się doprowadzić do porozumienia między rządami całego kontynentu i skłonić je do podpisania zobowiązania na rzecz ograniczenia zmiany klimatu. Wie, że przed nią jeszcze dużo pracy, ale czuje się dumna ze swojego udziału w tym przełomowym przedsięwzięciu.			HOP22
Kasia jest inżynierką i zajmuje się bezpieczeństwem przeciwpożarowym. Wynalazła specjalną powłokę na budynki, która będzie je chronić przed coraz częstszymi pożarami. Dodatkowo, powłoka jest wykonana z odpadów przemysłowych, które normalnie trafiłyby na wysypisko.			HOP23
Jadwiga uważa, że młodzi ludzie mają dużo większą świadomość i poczucie odpowiedzialności za planetę, niż osoby z jej pokolenia. Pchnięta wyrzutami sumienia, przelewa na konto fundacji proekologicznej część swojej emerytury. “Skoro nie mam zdrowia iść na protest, to chociaż tak okażę im wsparcie”, myśli Jadwiga.			HOP24
Grupa zaangażowanych prawników rozpoczęła starania o wpisanie działania na szkodę środowiska na listę zbrodni przeciwko ludzkości. Wiele osób przychylnie patrzy na ich inicjatywę. Jeśli prawo międzynarodowe będzie surowo karało państwa i korporacje szkodzące klimatowi, będziemy w stanie ograniczyć zmianę klimatu.			HOP25
Julian pracuje nad technologią wychwytywania dwutlenku węgla z kominów zakładów przemysłowych. Wkrótce wypuści na rynek swój wynalazek, który jest wielokrotnie bardziej skuteczny niż obecnie stosowane rozwiązania. Julian nie zamierza ubiegać się o patent, ponieważ chce, żeby technologia była tania i powszechnie dostępna.			HOP26
Yoshida jest naukowcem, który opisał nowy gatunek bakterii. Te bakterie potrafią rozkładać plastik, który w innym wypadku zalegałby na wysypiskach. Odkrycie Yoshidy nabrało rozgłosu, więc zadecydowano o przyznaniu mu kolejnego grantu na dalsze badania. Istnieją podstawy by sądzić, że rozwiązanie naukowca da się wprowadzić na szeroką skalę.			HOP27
W pewnej miejscowości wprowadzono dopłaty do wymiany pieców węglowych na przyjazne środowisku ogrzewanie. Niestety, wiele rodzin nie było w stanie pokryć kosztów wkładu własnego. Mieszkańcy miasta zorganizowali więc loterię, a z zebranych funduszy pomogli opłacić wymianę pieców dla kilkunastu najbardziej potrzebujących.			HOP28
Martyna wątpi, czy ludzkość jest zdolna do skoordynowanego i radykalnego przeciwdziałania zmianie klimatu. Podnosi ją na duchu to, że w trakcie pandemii COVID niemal wszystkie państwa na świecie zareagowały szybko i w zdecydowany sposób. Świadomość zmiany klimatu jest w społeczeństwie coraz większa i być może wkrótce państwa zjednoczą się na rzecz jej powstrzymania.			HOP29
Kiedy Wojtek odczuwa przytłoczenie z powodu zmiany klimatu, wybiera się na spacer po terenie poprzemysłowym. Kiedy widzi, jak rośliny przebijają się przez popękany beton i przejmują opuszczone budynki, nabiera przekonania, że natura jest silniejsza od ludzi i jest w stanie się regenerować.			HOP30
Kasia codziennie zużywa dużo wody: zdarza się jej włączyć zmywarkę, która nie jest do końca wypełniona naczyniami, a wieczorem bierze długą kąpiel. Większość ludzi, podobnie jak ona, nie zastanawia się nad zużyciem wody na co dzień. Z powodu naszej bezmyślności, wody może wkrótce zabraknąć dla bardzo wielu ludzi.			GUI1
